MsgID.GLOBAL_POSITION,0.0000000,-122.3957512,37.7932804,0.2430000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,31.4160000,-0.1451762,0.0105653,-0.2432985
MsgID.LOCAL_VELOCITY,31.4160000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957514,37.7932804,0.2430000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,31.6660000,-0.1391420,-0.0010141,-0.2431543
MsgID.LOCAL_VELOCITY,31.6660000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957504,37.7932815,0.2420000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,31.9160000,-0.0232248,0.0869751,-0.2421346
MsgID.LOCAL_VELOCITY,31.9160000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,True
MsgID.GLOBAL_HOME,0.0000000,-122.3957514,37.7932817,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957497,37.7932829,0.2400000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,32.1660000,0.1303786,0.1521055,-0.2401200
MsgID.LOCAL_VELOCITY,32.1660000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957501,37.7932818,0.2360000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,32.4160000,0.0173717,0.1164462,-0.2368398
MsgID.LOCAL_VELOCITY,32.4160000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957527,37.7932817,0.2290000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,32.6660000,0.0062476,-0.1146147,-0.2295099
MsgID.LOCAL_VELOCITY,32.6660000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957529,37.7932823,0.2170000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,32.9160000,0.0722680,-0.1341724,-0.2177108
MsgID.LOCAL_VELOCITY,32.9160000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,True
MsgID.GLOBAL_HOME,0.0000000,-122.3957514,37.7932817,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957535,37.7932827,0.1940000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,33.1660000,0.1084408,-0.1933320,-0.1949238
MsgID.LOCAL_VELOCITY,33.1660000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957528,37.7932816,0.1640000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,33.4160000,-0.0115057,-0.1287397,-0.1648825
MsgID.LOCAL_VELOCITY,33.4160000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957521,37.7932823,0.1190000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,33.6660000,0.0684069,-0.0625434,-0.1197575
MsgID.LOCAL_VELOCITY,33.6660000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957519,37.7932830,0.0750000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,33.9160000,0.1457001,-0.0468662,-0.0755586
MsgID.LOCAL_VELOCITY,33.9160000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,True
MsgID.GLOBAL_HOME,0.0000000,-122.3957514,37.7932817,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957511,37.7932818,0.0260000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,34.1670000,0.0119002,0.0242971,-0.0262805
MsgID.LOCAL_VELOCITY,34.1670000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957498,37.7932817,-0.0100000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,34.4170000,0.0000517,0.1376183,0.0102511
MsgID.LOCAL_VELOCITY,34.4170000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957527,37.7932820,-0.0390000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,34.6670000,0.0353579,-0.1193540,0.0390689
MsgID.LOCAL_VELOCITY,34.6670000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932830,-0.0500000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,34.9170000,0.1510811,-0.0088165,0.0504156
MsgID.LOCAL_VELOCITY,34.9170000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,True
MsgID.GLOBAL_HOME,0.0000000,-122.3957514,37.7932817,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957503,37.7932820,-0.0470000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,35.1670000,0.0374210,0.0931425,0.0471512
MsgID.LOCAL_VELOCITY,35.1670000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932821,-0.0320000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,35.4170000,0.0451174,-0.0146838,0.0320720
MsgID.LOCAL_VELOCITY,35.4170000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957498,37.7932824,-0.0050000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,35.6670000,0.0799837,0.1409504,0.0056058
MsgID.LOCAL_VELOCITY,35.6670000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957510,37.7932832,0.0200000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,35.9170000,0.1655036,0.0354006,-0.0206600
MsgID.LOCAL_VELOCITY,35.9170000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,True
MsgID.GLOBAL_HOME,0.0000000,-122.3957514,37.7932817,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957522,37.7932825,0.0480000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,36.1670000,0.0941605,-0.0735330,-0.0481434
MsgID.LOCAL_VELOCITY,36.1670000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957531,37.7932816,0.0660000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,36.4170000,-0.0065645,-0.1580142,-0.0661938
MsgID.LOCAL_VELOCITY,36.4170000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957519,37.7932828,0.0780000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,36.6670000,0.1283025,-0.0492669,-0.0780271
MsgID.LOCAL_VELOCITY,36.6670000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957511,37.7932812,0.0810000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,36.9180000,-0.0497740,0.0245041,-0.0818480
MsgID.LOCAL_VELOCITY,36.9180000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,True
MsgID.GLOBAL_HOME,0.0000000,-122.3957514,37.7932817,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932813,0.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,37.1680000,-0.0464303,-0.0089096,-0.0824992
MsgID.LOCAL_VELOCITY,37.1680000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957514,37.7932830,0.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,37.4180000,0.1495418,-0.0071298,-0.0826852
MsgID.LOCAL_VELOCITY,37.4180000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957500,37.7932817,0.0830000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,37.6680000,0.0023283,0.1194989,-0.0831762
MsgID.LOCAL_VELOCITY,37.6680000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957504,37.7932815,0.0830000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,37.9180000,-0.0253915,0.0851021,-0.0834592
MsgID.LOCAL_VELOCITY,37.9180000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,True
MsgID.GLOBAL_HOME,0.0000000,-122.3957514,37.7932817,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957519,37.7932818,0.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,38.1680000,0.0126893,-0.0481286,-0.0826328
MsgID.LOCAL_VELOCITY,38.1680000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957520,37.7932829,0.0800000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,38.4180000,0.1354750,-0.0550101,-0.0800110
MsgID.LOCAL_VELOCITY,38.4180000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957513,37.7932823,0.0740000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,38.6680000,0.0666477,0.0084957,-0.0740610
MsgID.LOCAL_VELOCITY,38.6680000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957521,37.7932813,0.0650000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,38.9180000,-0.0372076,-0.0686281,-0.0653141
MsgID.LOCAL_VELOCITY,38.9180000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,True
MsgID.GLOBAL_HOME,0.0000000,-122.3957514,37.7932817,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957530,37.7932817,0.0500000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,39.1680000,-0.0005109,-0.1426267,-0.0505345
MsgID.LOCAL_VELOCITY,39.1680000,0.0000000,0.0000000,-0.0000000
MsgID.LOCAL_POSITION,39.4180000,0.0000517,-0.0175399,-0.0342095
MsgID.LOCAL_VELOCITY,39.4180000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957516,37.7932817,0.0340000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932824,0.0140000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,39.6680000,0.0782892,-0.0089096,-0.0145257
MsgID.LOCAL_VELOCITY,39.6680000,0.0000000,0.0000000,-0.0000000
MsgID.LOCAL_POSITION,39.9180000,0.1443419,-0.0644992,0.0004516
MsgID.LOCAL_VELOCITY,39.9180000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957521,37.7932830,0.0000000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.STATE,0.0000000,False,True
MsgID.GLOBAL_HOME,0.0000000,-122.3957514,37.7932817,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957530,37.7932816,-0.0110000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,40.1680000,-0.0141962,-0.1497358,0.0113131
MsgID.LOCAL_VELOCITY,40.1680000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957514,37.7932819,-0.0130000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,40.4180000,0.0247576,0.0010038,0.0139093
MsgID.LOCAL_VELOCITY,40.4180000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932813,-0.0100000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,40.6690000,-0.0413533,-0.0161119,0.0103888
MsgID.LOCAL_VELOCITY,40.6690000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957507,37.7932800,-0.0030000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,40.9190000,-0.1814072,0.0559000,0.0039624
MsgID.LOCAL_VELOCITY,40.9190000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,True
MsgID.GLOBAL_HOME,0.0000000,-122.3957514,37.7932817,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957512,37.7932813,0.0040000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,41.1690000,-0.0400468,0.0115794,-0.0048139
MsgID.LOCAL_VELOCITY,41.1690000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932814,0.0120000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,41.4190000,-0.0325445,-0.0080404,-0.0127469
MsgID.LOCAL_VELOCITY,41.4190000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957502,37.7932808,0.0220000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,41.6690000,-0.0979569,0.1055291,-0.0224317
MsgID.LOCAL_VELOCITY,41.6690000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957509,37.7932826,0.0320000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,41.9190000,0.1071343,0.0380186,-0.0329682
MsgID.LOCAL_VELOCITY,41.9190000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,True
MsgID.GLOBAL_HOME,0.0000000,-122.3957514,37.7932817,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957528,37.7932816,0.0490000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,42.1690000,-0.0046113,-0.1256456,-0.0499890
MsgID.LOCAL_VELOCITY,42.1690000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957501,37.7932801,0.0710000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,42.4190000,-0.1800361,0.1166843,-0.0710222
MsgID.LOCAL_VELOCITY,42.4190000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957511,37.7932807,0.1010000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,42.6690000,-0.1091263,0.0249801,-0.1016828
MsgID.LOCAL_VELOCITY,42.6690000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957527,37.7932820,0.1320000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,42.9190000,0.0394389,-0.1144698,-0.1325027
MsgID.LOCAL_VELOCITY,42.9190000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,True
MsgID.GLOBAL_HOME,0.0000000,-122.3957514,37.7932817,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957511,37.7932821,0.1680000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,43.1690000,0.0427308,0.0212962,-0.1686781
MsgID.LOCAL_VELOCITY,43.1690000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957498,37.7932818,0.1970000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,43.4190000,0.0162658,0.1352693,-0.1974917
MsgID.LOCAL_VELOCITY,43.4190000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957494,37.7932830,0.2220000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,43.6700000,0.1487334,0.1775099,-0.2222297
MsgID.LOCAL_VELOCITY,43.6700000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957506,37.7932831,0.2330000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,43.9200000,0.1586675,0.0675001,-0.2334850
MsgID.LOCAL_VELOCITY,43.9200000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,True
MsgID.GLOBAL_HOME,0.0000000,-122.3957514,37.7932817,0.0000000
MsgID.LOCAL_POSITION,44.1700000,0.0702824,-0.0087234,-0.2324559
MsgID.LOCAL_VELOCITY,44.1700000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932823,0.2320000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,44.4200000,-0.1258707,-0.0089924,-0.2197504
MsgID.LOCAL_VELOCITY,44.4200000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932805,0.2190000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
